device_id,user_id,event_id,event_ts,event_type,old_value,new_value,trigger_source,label,user_feedback,temp_mean_before,temp_min_before,temp_max_before,hum_mean_before,fan_pwm_mean_before,lamp_ratio_before,setpoint_mean_before,mode_majority_before,hour_sin,hour_cos,day_period,target_setpoint,preference_profile,temp_mean_after,hum_mean_after
esp32-room-a,user-a,93,2026-05-12T18:38:00+07:00,setpoint_change,27.9,29.52,app,setpoint_adjustment,,27.981,27.77,28.1,53.485,23.118000000000002,0.3044,27.9,auto,-0.9862856015372313,0.1650476058606778,night,29.52,prefers_warmer,28.036666666666665,54.14333333333334
esp32-room-a,user-b,94,2026-05-12T19:30:00+07:00,setpoint_change,27.9,27.11,app,setpoint_adjustment,,27.845,27.7,27.94,55.105,49.516999999999996,0.3151,27.9,cool,-0.9238795325112866,0.38268343236509,night,27.11,prefers_cooler,28.004999999999995,55.24333333333333
esp32-room-a,user-a,95,2026-05-12T21:37:00+07:00,setpoint_change,27.9,29.45,app,setpoint_adjustment,,27.813,27.76,27.89,56.34400000000001,20.726999999999997,0.3614,27.9,auto,-0.5842496656374349,0.811573981965012,night,29.45,prefers_warmer,27.930000000000003,56.425000000000004
esp32-room-a,user-b,96,2026-05-12T22:09:00+07:00,setpoint_change,27.9,27.0,app,setpoint_adjustment,,28.059999999999995,27.87,28.22,57.59000000000001,47.451,0.33069999999999994,27.9,cool,-0.4656145203251117,0.8849876374630418,night,27.0,prefers_cooler,27.765,56.99
esp32-room-a,user-a,97,2026-05-13T07:51:00+07:00,setpoint_change,28.19,29.45,app,setpoint_adjustment,,28.275,28.22,28.34,56.322,24.517,0.048799999999999996,28.190000000000005,auto,0.8849876374630419,-0.4656145203251114,day,29.45,prefers_warmer,28.404999999999998,55.94833333333333
esp32-room-a,user-b,98,2026-05-13T08:37:00+07:00,setpoint_change,28.19,27.26,app,setpoint_adjustment,,28.066000000000003,27.97,28.21,53.70700000000001,23.523,0.029599999999999998,28.190000000000005,auto,0.7743926440821857,-0.632705328562516,day,27.26,prefers_cooler,28.046666666666663,54.105
esp32-room-a,user-a,99,2026-05-13T12:23:00+07:00,setpoint_change,28.19,29.09,app,setpoint_adjustment,,28.445,28.42,28.48,53.879,40.434,0.0341,28.190000000000005,auto,-0.10018806161207569,-0.9949685182509117,day,29.09,prefers_warmer,28.248333333333335,53.781666666666666
esp32-room-a,user-b,100,2026-05-13T12:54:00+07:00,setpoint_change,28.19,27.29,app,setpoint_adjustment,,28.419,28.31,28.54,53.723,40.964,0.0426,28.190000000000005,auto,-0.23344536385590528,-0.9723699203976767,day,27.29,prefers_cooler,28.413333333333338,52.61833333333334
esp32-room-a,user-a,101,2026-05-13T18:37:00+07:00,setpoint_change,27.89,29.4,app,setpoint_adjustment,,27.978,27.7,28.17,54.269999999999996,56.612,0.3379,27.889999999999997,cool,-0.9869963665602319,0.16074256560382563,night,29.4,prefers_warmer,27.77,53.76166666666666
esp32-room-a,user-b,102,2026-05-13T19:24:00+07:00,setpoint_change,27.89,27.03,app,setpoint_adjustment,,27.850000000000005,27.78,27.9,55.547000000000004,20.929,0.3318,27.889999999999997,auto,-0.9335804264972021,0.35836794954529955,night,27.03,prefers_cooler,27.98,55.059999999999995
esp32-room-a,user-a,103,2026-05-13T21:32:00+07:00,setpoint_change,27.89,29.61,app,setpoint_adjustment,,28.054000000000002,27.93,28.16,56.38000000000001,45.483999999999995,0.3493,27.889999999999997,cool,-0.6018150231520483,0.7986355100472928,night,29.61,prefers_warmer,27.765,56.81666666666666
esp32-room-a,user-b,104,2026-05-13T22:15:00+07:00,setpoint_change,27.89,27.0,app,setpoint_adjustment,,27.841,27.7,28.05,57.452,47.144999999999996,0.34090000000000004,27.889999999999997,cool,-0.4422886902190014,0.8968727415326883,night,27.0,prefers_cooler,27.715,56.81333333333333
