device_id,bucket_start,interval_seconds,temp_mean,hum_mean,fan_pwm_mean,lamp_on_ratio,mode_majority,setpoint_mean,ac_compressor_on,outdoor_temp_est,outdoor_hum_est,occupancy_level
esp32-room-a,2026-05-04T20:19:00+07:00,60,27.96,54.35,32.88,0.398,auto,27.86,0,30.24,78.59,0.754
esp32-room-a,2026-05-04T20:20:00+07:00,60,27.97,53.93,23.71,0.281,auto,27.86,0,30.28,76.62,0.728
esp32-room-a,2026-05-04T20:21:00+07:00,60,28.03,54.05,29.7,0.402,auto,27.86,0,30.46,81.1,0.913
esp32-room-a,2026-05-04T20:22:00+07:00,60,28.07,53.62,31.81,0.355,auto,27.86,0,30.35,79.73,0.726
esp32-room-a,2026-05-04T20:23:00+07:00,60,28.01,53.75,25.82,0.331,auto,27.86,0,30.03,76.89,0.819
esp32-room-a,2026-05-04T20:24:00+07:00,60,28.09,53.78,31.19,0.387,auto,27.86,0,29.88,78.35,0.942
esp32-room-a,2026-05-04T20:25:00+07:00,60,28.1,53.66,32.72,0.407,auto,27.86,0,29.72,78.59,0.876
esp32-room-a,2026-05-04T20:26:00+07:00,60,28.12,53.86,31.34,0.416,auto,27.86,0,30.39,78.3,0.856
esp32-room-a,2026-05-04T20:27:00+07:00,60,28.1,53.89,30.29,0.391,auto,27.86,0,29.83,79.99,0.843
esp32-room-a,2026-05-04T20:28:00+07:00,60,28.01,53.83,22.88,0.396,auto,27.86,0,30.0,78.67,0.906
esp32-room-a,2026-05-04T20:29:00+07:00,60,28.02,53.36,32.24,0.391,auto,27.86,0,29.85,79.22,0.811
esp32-room-a,2026-05-04T20:30:00+07:00,60,27.95,53.94,27.42,0.383,auto,27.86,0,30.06,78.59,0.801
esp32-room-a,2026-05-04T20:31:00+07:00,60,27.95,54.19,21.07,0.38,auto,27.86,0,30.18,77.16,0.797
esp32-room-a,2026-05-04T20:32:00+07:00,60,27.97,54.7,25.94,0.382,auto,27.86,0,30.0,78.11,0.844
esp32-room-a,2026-05-04T20:33:00+07:00,60,27.97,54.3,28.71,0.321,auto,27.86,0,29.74,78.96,0.876
esp32-room-a,2026-05-04T20:34:00+07:00,60,27.97,54.81,24.12,0.365,auto,27.86,0,29.79,82.04,0.874
esp32-room-a,2026-05-04T20:35:00+07:00,60,28.0,54.97,26.64,0.392,auto,27.86,0,29.74,79.29,0.945
esp32-room-a,2026-05-04T20:36:00+07:00,60,28.02,55.18,32.69,0.357,auto,27.86,0,29.92,80.6,0.888
esp32-room-a,2026-05-04T20:37:00+07:00,60,28.01,55.08,28.82,0.367,auto,27.86,0,29.84,77.33,0.909
esp32-room-a,2026-05-04T20:38:00+07:00,60,28.03,55.38,27.21,0.271,auto,27.86,0,30.03,81.4,0.83
esp32-room-a,2026-05-04T20:39:00+07:00,60,28.03,55.68,35.99,0.26,auto,27.86,0,29.8,80.47,0.726
esp32-room-a,2026-05-04T20:40:00+07:00,60,28.03,55.68,27.9,0.376,auto,27.86,0,29.52,81.98,0.99
esp32-room-a,2026-05-04T20:41:00+07:00,60,27.97,55.57,22.05,0.356,auto,27.86,0,29.67,78.63,0.94
esp32-room-a,2026-05-04T20:42:00+07:00,60,27.97,55.7,29.03,0.44,auto,27.86,0,29.58,81.69,0.806
esp32-room-a,2026-05-04T20:43:00+07:00,60,27.99,55.97,26.84,0.378,auto,27.86,0,29.72,77.99,0.893
esp32-room-a,2026-05-04T20:44:00+07:00,60,28.03,55.99,33.09,0.409,auto,27.86,0,29.41,79.73,0.837
esp32-room-a,2026-05-04T20:45:00+07:00,60,27.94,55.98,19.16,0.334,auto,27.86,0,29.8,79.62,0.78
esp32-room-a,2026-05-04T20:46:00+07:00,60,27.96,56.55,14.88,0.379,auto,27.86,0,29.67,78.33,0.875
esp32-room-a,2026-05-04T20:47:00+07:00,60,27.95,56.69,23.09,0.218,auto,27.86,0,29.61,79.48,0.776
esp32-room-a,2026-05-04T20:48:00+07:00,60,27.96,56.97,29.28,0.455,auto,27.86,0,29.87,78.81,0.922
esp32-room-a,2026-05-04T20:49:00+07:00,60,27.95,57.07,14.52,0.278,auto,27.86,0,29.79,81.67,0.85
esp32-room-a,2026-05-04T20:50:00+07:00,60,27.93,56.99,24.05,0.246,auto,27.86,0,29.75,79.19,0.86
esp32-room-a,2026-05-04T20:51:00+07:00,60,27.93,56.69,18.32,0.436,auto,27.86,0,29.62,80.11,0.857
esp32-room-a,2026-05-04T20:52:00+07:00,60,27.94,56.6,22.23,0.306,auto,27.86,0,29.74,78.28,0.769
esp32-room-a,2026-05-04T20:53:00+07:00,60,27.93,56.33,16.69,0.465,auto,27.86,0,29.93,80.17,0.936
esp32-room-a,2026-05-04T20:54:00+07:00,60,27.82,56.07,15.98,0.262,auto,27.86,0,29.48,80.08,0.703
esp32-room-a,2026-05-04T20:55:00+07:00,60,27.81,56.07,18.38,0.374,auto,27.86,0,29.73,78.97,0.841
esp32-room-a,2026-05-04T20:56:00+07:00,60,27.82,56.16,27.31,0.27,auto,27.86,0,29.04,80.83,0.856
esp32-room-a,2026-05-04T20:57:00+07:00,60,27.82,56.37,23.78,0.306,auto,27.86,0,29.5,76.72,0.72
esp32-room-a,2026-05-04T20:58:00+07:00,60,27.84,56.04,28.58,0.3,auto,27.86,0,29.42,79.32,0.801
esp32-room-a,2026-05-04T20:59:00+07:00,60,27.91,56.32,15.17,0.359,auto,27.86,0,29.49,78.42,0.865
esp32-room-a,2026-05-04T21:00:00+07:00,60,27.88,56.05,17.3,0.286,auto,27.86,0,29.08,77.1,0.837
esp32-room-a,2026-05-04T21:01:00+07:00,60,27.9,56.26,14.4,0.309,auto,27.86,0,29.28,81.66,0.81
esp32-room-a,2026-05-04T21:02:00+07:00,60,27.88,56.2,20.66,0.457,auto,27.86,0,29.5,79.23,0.831
esp32-room-a,2026-05-04T21:03:00+07:00,60,27.83,56.18,27.09,0.345,auto,27.86,0,29.41,78.41,0.845
esp32-room-a,2026-05-04T21:04:00+07:00,60,27.86,56.15,24.01,0.347,auto,27.86,0,29.25,77.77,0.807
esp32-room-a,2026-05-04T21:05:00+07:00,60,27.88,56.16,28.93,0.269,auto,27.86,0,29.41,78.43,0.743
esp32-room-a,2026-05-04T21:06:00+07:00,60,27.76,56.38,21.06,0.243,auto,27.86,0,29.28,81.12,0.714
esp32-room-a,2026-05-04T21:07:00+07:00,60,27.69,56.56,19.48,0.312,auto,27.86,0,29.2,78.59,0.791
esp32-room-a,2026-05-04T21:08:00+07:00,60,27.73,56.91,24.26,0.33,auto,27.86,0,29.33,78.16,0.888
esp32-room-a,2026-05-04T21:09:00+07:00,60,27.81,56.74,19.08,0.346,auto,27.86,0,29.14,80.52,0.702
esp32-room-a,2026-05-04T21:10:00+07:00,60,27.87,56.84,25.18,0.321,auto,27.86,0,29.59,80.2,0.785
esp32-room-a,2026-05-04T21:11:00+07:00,60,27.9,56.46,23.16,0.308,auto,27.86,0,29.34,81.56,0.811
esp32-room-a,2026-05-04T21:12:00+07:00,60,27.9,56.92,17.06,0.388,auto,27.86,0,29.33,82.85,0.776
esp32-room-a,2026-05-04T21:13:00+07:00,60,27.87,57.22,21.06,0.327,auto,27.86,0,29.27,82.44,0.854
esp32-room-a,2026-05-04T21:14:00+07:00,60,27.86,57.33,22.57,0.282,auto,27.86,0,29.5,82.14,0.714
esp32-room-a,2026-05-04T21:15:00+07:00,60,27.88,57.35,19.33,0.332,auto,27.86,0,29.08,77.5,0.897
esp32-room-a,2026-05-04T21:16:00+07:00,60,27.93,57.45,20.78,0.318,auto,27.86,0,29.11,79.38,0.695
esp32-room-a,2026-05-04T21:17:00+07:00,60,28.01,57.58,25.67,0.385,auto,27.86,0,29.11,80.56,0.811
esp32-room-a,2026-05-04T21:18:00+07:00,60,28.0,57.34,27.07,0.343,auto,27.86,0,29.19,80.21,0.889
esp32-room-a,2026-05-04T21:19:00+07:00,60,28.01,57.32,27.06,0.387,auto,27.86,0,29.24,83.07,0.785
esp32-room-a,2026-05-04T21:20:00+07:00,60,27.95,57.41,20.18,0.377,auto,27.86,0,29.14,81.11,0.851
esp32-room-a,2026-05-04T21:21:00+07:00,60,27.9,57.33,31.93,0.206,auto,27.86,0,29.2,80.55,0.761
esp32-room-a,2026-05-04T21:22:00+07:00,60,27.94,57.38,27.94,0.362,auto,27.86,0,28.89,82.73,0.833
esp32-room-a,2026-05-04T21:23:00+07:00,60,27.93,57.38,14.46,0.396,auto,27.86,0,28.95,80.33,0.82
esp32-room-a,2026-05-04T21:24:00+07:00,60,27.93,57.26,21.23,0.414,auto,27.86,0,28.96,82.51,0.976
esp32-room-a,2026-05-04T21:25:00+07:00,60,27.88,57.25,18.88,0.304,auto,27.86,0,29.13,80.17,0.762
esp32-room-a,2026-05-04T21:26:00+07:00,60,27.92,57.12,22.74,0.374,auto,27.86,0,28.76,82.97,0.816
esp32-room-a,2026-05-04T21:27:00+07:00,60,27.98,56.84,20.28,0.436,auto,27.86,0,29.33,80.63,0.837
esp32-room-a,2026-05-04T21:28:00+07:00,60,28.04,56.69,28.2,0.237,auto,27.86,0,28.76,80.93,0.785
esp32-room-a,2026-05-04T21:29:00+07:00,60,27.98,56.53,22.85,0.367,auto,27.86,0,29.13,79.93,0.782
esp32-room-a,2026-05-04T21:30:00+07:00,60,27.96,56.39,26.29,0.437,auto,27.86,0,29.04,81.1,0.85
esp32-room-a,2026-05-04T21:31:00+07:00,60,27.99,56.41,28.73,0.287,auto,27.86,0,28.74,79.5,0.745
esp32-room-a,2026-05-04T21:32:00+07:00,60,28.04,56.43,26.88,0.379,auto,27.86,0,28.85,78.96,0.869
esp32-room-a,2026-05-04T21:33:00+07:00,60,28.03,56.71,30.75,0.287,auto,27.86,0,28.96,80.32,0.704
esp32-room-a,2026-05-04T21:34:00+07:00,60,28.04,56.56,22.22,0.365,auto,27.86,0,28.41,80.04,0.812
esp32-room-a,2026-05-04T21:35:00+07:00,60,28.07,56.39,26.47,0.478,auto,27.86,0,28.72,82.45,0.925
esp32-room-a,2026-05-04T21:36:00+07:00,60,28.04,56.72,23.77,0.314,auto,27.86,0,28.73,84.01,0.731
esp32-room-a,2026-05-04T21:37:00+07:00,60,28.07,56.55,40.04,0.433,auto,27.86,0,28.73,81.43,0.907
esp32-room-a,2026-05-04T21:38:00+07:00,60,28.05,56.48,34.21,0.262,auto,27.86,0,28.76,83.99,0.791
esp32-room-a,2026-05-04T21:39:00+07:00,60,27.98,56.53,28.67,0.308,auto,27.86,0,28.8,80.36,0.814
esp32-room-a,2026-05-04T21:40:00+07:00,60,27.96,56.75,25.88,0.394,auto,27.86,0,28.99,82.12,0.726
esp32-room-a,2026-05-04T21:41:00+07:00,60,27.94,56.85,22.18,0.31,auto,27.86,0,28.5,80.49,0.873
esp32-room-a,2026-05-04T21:42:00+07:00,60,27.95,56.66,21.77,0.34,auto,27.86,0,28.92,81.3,0.867
esp32-room-a,2026-05-04T21:43:00+07:00,60,27.94,56.26,30.65,0.259,auto,27.86,0,28.77,81.01,0.865
esp32-room-a,2026-05-04T21:44:00+07:00,60,27.94,56.16,26.46,0.293,auto,27.86,0,28.71,81.14,0.854
esp32-room-a,2026-05-04T21:45:00+07:00,60,27.92,56.17,25.02,0.354,auto,27.86,0,28.56,80.94,0.846
esp32-room-a,2026-05-04T21:46:00+07:00,60,27.96,56.67,18.02,0.43,auto,27.86,0,28.86,82.0,0.895
esp32-room-a,2026-05-04T21:47:00+07:00,60,28.04,56.63,27.14,0.423,auto,27.86,0,28.73,84.27,0.944
esp32-room-a,2026-05-04T21:48:00+07:00,60,28.04,56.35,29.42,0.264,auto,27.86,0,29.12,82.74,0.77
esp32-room-a,2026-05-04T21:49:00+07:00,60,28.02,56.03,27.22,0.371,auto,27.86,0,28.17,83.6,0.881
esp32-room-a,2026-05-04T21:50:00+07:00,60,28.05,56.03,30.86,0.277,auto,27.86,0,28.85,82.23,0.815
esp32-room-a,2026-05-04T21:51:00+07:00,60,28.05,56.23,30.15,0.443,auto,27.86,0,28.45,83.57,0.841
esp32-room-a,2026-05-04T21:52:00+07:00,60,27.96,56.04,29.63,0.29,auto,27.86,0,28.55,80.41,0.695
esp32-room-a,2026-05-04T21:53:00+07:00,60,27.98,56.16,28.14,0.315,auto,27.86,0,28.7,81.95,0.802
esp32-room-a,2026-05-04T21:54:00+07:00,60,28.03,56.18,26.14,0.494,auto,27.86,0,28.32,81.7,0.904
esp32-room-a,2026-05-04T21:55:00+07:00,60,27.94,56.39,29.31,0.412,auto,27.86,0,28.55,80.49,0.933
esp32-room-a,2026-05-04T21:56:00+07:00,60,27.95,56.85,27.5,0.316,auto,27.86,0,28.54,81.2,0.683
esp32-room-a,2026-05-04T21:57:00+07:00,60,27.97,56.83,21.48,0.384,auto,27.86,0,28.57,80.9,0.816
esp32-room-a,2026-05-04T21:58:00+07:00,60,28.03,56.95,24.7,0.267,auto,27.86,0,28.38,82.8,0.641
esp32-room-a,2026-05-04T21:59:00+07:00,60,28.07,57.0,24.8,0.284,auto,27.86,0,28.74,83.26,0.843
esp32-room-a,2026-05-04T22:00:00+07:00,60,28.09,56.84,27.77,0.405,auto,27.86,0,28.57,81.3,0.796
esp32-room-a,2026-05-04T22:01:00+07:00,60,28.12,57.07,35.36,0.361,auto,27.86,0,28.37,80.87,0.881
esp32-room-a,2026-05-04T22:02:00+07:00,60,28.08,57.1,37.53,0.292,auto,27.86,0,28.41,84.03,0.732
esp32-room-a,2026-05-04T22:03:00+07:00,60,28.04,56.78,24.05,0.351,auto,27.86,0,28.15,82.96,0.81
esp32-room-a,2026-05-04T22:04:00+07:00,60,28.03,56.6,26.52,0.378,auto,27.86,0,28.13,82.9,0.694
esp32-room-a,2026-05-04T22:05:00+07:00,60,28.03,56.26,19.33,0.342,auto,27.86,0,28.35,83.29,0.923
esp32-room-a,2026-05-04T22:06:00+07:00,60,28.05,56.39,31.93,0.245,auto,27.86,0,28.4,81.41,0.694
esp32-room-a,2026-05-04T22:07:00+07:00,60,28.1,56.6,30.49,0.39,auto,27.86,0,28.16,83.21,0.861
esp32-room-a,2026-05-04T22:08:00+07:00,60,28.15,56.36,33.84,0.315,auto,27.86,0,28.0,82.89,0.697
esp32-room-a,2026-05-04T22:09:00+07:00,60,28.08,56.38,59.77,0.322,cool,27.86,1,28.24,83.13,0.771
esp32-room-a,2026-05-04T22:10:00+07:00,60,28.0,56.17,60.5,0.313,cool,27.86,1,28.23,81.54,0.788
esp32-room-a,2026-05-04T22:11:00+07:00,60,27.96,55.99,61.57,0.262,cool,27.86,1,27.92,83.65,0.745
esp32-room-a,2026-05-04T22:12:00+07:00,60,27.92,55.9,54.91,0.371,cool,27.86,1,28.16,81.97,0.795
esp32-room-a,2026-05-04T22:13:00+07:00,60,27.89,56.14,50.04,0.283,cool,27.86,1,28.13,82.72,0.825
esp32-room-a,2026-05-04T22:14:00+07:00,60,27.79,56.04,54.59,0.416,cool,27.86,1,28.17,79.34,0.9
esp32-room-a,2026-05-04T22:15:00+07:00,60,27.66,55.97,58.23,0.315,cool,27.86,1,28.38,82.84,0.746
esp32-room-a,2026-05-04T22:16:00+07:00,60,27.66,56.59,16.06,0.492,auto,27.86,0,28.09,83.25,0.85
esp32-room-a,2026-05-04T22:17:00+07:00,60,27.62,56.76,19.77,0.326,auto,27.86,0,28.41,83.66,0.744
esp32-room-a,2026-05-04T22:18:00+07:00,60,27.65,56.6,18.1,0.397,auto,27.86,0,28.1,81.93,0.832
esp32-room-a,2026-05-04T22:19:00+07:00,60,27.57,56.84,25.1,0.304,auto,27.86,0,27.91,81.16,0.854
esp32-room-a,2026-05-04T22:20:00+07:00,60,27.55,56.54,26.27,0.361,auto,27.86,0,28.49,80.43,0.872
esp32-room-a,2026-05-04T22:21:00+07:00,60,27.55,56.64,19.25,0.308,auto,27.86,0,28.16,81.84,0.788
esp32-room-a,2026-05-04T22:22:00+07:00,60,27.59,56.35,28.34,0.342,auto,27.86,0,28.12,83.49,0.807
esp32-room-a,2026-05-04T22:23:00+07:00,60,27.71,56.82,22.55,0.35,auto,27.86,0,27.93,85.46,0.793
esp32-room-a,2026-05-04T22:24:00+07:00,60,27.72,57.29,28.46,0.388,auto,27.86,0,28.03,83.46,0.939
esp32-room-a,2026-05-04T22:25:00+07:00,60,27.72,57.35,18.47,0.37,auto,27.86,0,28.06,81.97,0.942
esp32-room-a,2026-05-04T22:26:00+07:00,60,27.77,57.56,23.93,0.219,auto,27.86,0,27.9,83.09,0.705
esp32-room-a,2026-05-04T22:27:00+07:00,60,27.75,57.3,28.52,0.279,auto,27.86,0,28.0,84.13,0.751
esp32-room-a,2026-05-04T22:28:00+07:00,60,27.73,57.32,17.83,0.281,auto,27.86,0,28.06,82.74,0.73
esp32-room-a,2026-05-04T22:29:00+07:00,60,27.68,57.14,26.5,0.372,auto,27.86,0,27.64,84.18,0.817
esp32-room-a,2026-05-04T22:30:00+07:00,60,27.68,57.14,27.14,0.447,auto,27.86,0,27.68,82.02,0.827
esp32-room-a,2026-05-04T22:31:00+07:00,60,27.66,56.59,16.38,0.246,auto,27.86,0,27.88,84.6,0.869
esp32-room-a,2026-05-04T22:32:00+07:00,60,27.63,56.32,21.43,0.289,auto,27.86,0,27.93,80.7,0.789
esp32-room-a,2026-05-04T22:33:00+07:00,60,27.62,56.86,22.01,0.352,auto,27.86,0,27.97,85.2,0.901
esp32-room-a,2026-05-04T22:34:00+07:00,60,27.56,56.5,12.7,0.451,auto,27.86,0,27.6,82.21,1.0
esp32-room-a,2026-05-04T22:35:00+07:00,60,27.59,56.64,27.46,0.38,auto,27.86,0,27.87,84.26,0.714
esp32-room-a,2026-05-04T22:36:00+07:00,60,27.59,56.34,19.61,0.281,auto,27.86,0,27.99,82.65,0.72
esp32-room-a,2026-05-04T22:37:00+07:00,60,27.6,56.13,21.37,0.425,auto,27.86,0,27.68,79.72,0.934
esp32-room-a,2026-05-04T22:38:00+07:00,60,27.65,55.94,25.28,0.291,auto,27.86,0,27.79,82.87,0.812
esp32-room-a,2026-05-04T22:39:00+07:00,60,27.66,56.03,26.32,0.324,auto,27.86,0,27.58,83.88,0.868
esp32-room-a,2026-05-04T22:40:00+07:00,60,27.7,56.17,19.39,0.407,auto,27.86,0,27.9,82.72,0.818
esp32-room-a,2026-05-04T22:41:00+07:00,60,27.7,56.33,12.04,0.323,auto,27.86,0,27.68,81.98,0.865
esp32-room-a,2026-05-04T22:42:00+07:00,60,27.71,56.28,20.15,0.256,auto,27.86,0,27.56,81.77,0.774
esp32-room-a,2026-05-04T22:43:00+07:00,60,27.79,56.24,16.95,0.38,auto,27.86,0,27.53,85.26,0.803
esp32-room-a,2026-05-04T22:44:00+07:00,60,27.71,56.56,21.0,0.392,auto,27.86,0,28.13,86.25,0.867
esp32-room-a,2026-05-04T22:45:00+07:00,60,27.69,56.41,27.34,0.327,auto,27.86,0,27.91,84.68,0.882
esp32-room-a,2026-05-04T22:46:00+07:00,60,27.69,56.14,15.08,0.453,auto,27.86,0,27.62,82.77,0.969
esp32-room-a,2026-05-04T22:47:00+07:00,60,27.65,56.28,10.92,0.27,auto,27.86,0,28.2,83.2,0.682
esp32-room-a,2026-05-04T22:48:00+07:00,60,27.72,56.38,23.8,0.298,auto,27.86,0,27.51,82.47,0.804
esp32-room-a,2026-05-04T22:49:00+07:00,60,27.68,56.15,12.83,0.332,auto,27.86,0,27.68,79.94,0.714
esp32-room-a,2026-05-04T22:50:00+07:00,60,27.61,55.92,27.03,0.454,auto,27.86,0,27.59,84.34,0.81
esp32-room-a,2026-05-04T22:51:00+07:00,60,27.6,56.05,28.18,0.389,auto,27.86,0,27.78,82.62,0.875
esp32-room-a,2026-05-04T22:52:00+07:00,60,27.58,56.16,24.77,0.35,auto,27.86,0,27.51,84.32,0.897
esp32-room-a,2026-05-04T22:53:00+07:00,60,27.59,56.36,27.88,0.343,auto,27.86,0,27.73,83.29,0.739
esp32-room-a,2026-05-04T22:54:00+07:00,60,27.62,56.34,24.03,0.321,auto,27.86,0,27.56,83.02,0.863
esp32-room-a,2026-05-04T22:55:00+07:00,60,27.61,56.84,16.36,0.374,auto,27.86,0,27.67,83.71,0.974
esp32-room-a,2026-05-04T22:56:00+07:00,60,27.6,56.82,22.46,0.451,auto,27.86,0,27.67,82.75,0.888
esp32-room-a,2026-05-04T22:57:00+07:00,60,27.63,56.53,22.82,0.371,auto,27.86,0,27.8,82.97,0.868
esp32-room-a,2026-05-04T22:58:00+07:00,60,27.6,56.42,20.67,0.471,auto,27.86,0,27.88,83.25,0.966
esp32-room-a,2026-05-04T22:59:00+07:00,60,27.57,56.33,24.34,0.319,auto,27.86,0,27.68,84.77,0.853
esp32-room-a,2026-05-04T23:00:00+07:00,60,27.55,56.39,17.35,0.019,auto,27.96,0,27.38,85.13,0.0
esp32-room-a,2026-05-04T23:01:00+07:00,60,27.58,56.28,21.64,0.028,auto,27.96,0,27.64,83.01,0.098
esp32-room-a,2026-05-04T23:02:00+07:00,60,27.58,56.34,24.28,0.047,auto,27.96,0,27.6,83.01,0.122
esp32-room-a,2026-05-04T23:03:00+07:00,60,27.52,56.06,19.02,0.011,auto,27.96,0,27.55,84.67,0.049
esp32-room-a,2026-05-04T23:04:00+07:00,60,27.42,55.83,20.65,0.0,auto,27.96,0,27.63,83.5,0.0
esp32-room-a,2026-05-04T23:05:00+07:00,60,27.39,55.96,19.03,0.073,auto,27.96,0,27.54,84.73,0.198
esp32-room-a,2026-05-04T23:06:00+07:00,60,27.4,55.88,25.79,0.115,auto,27.96,0,27.48,84.93,0.148
esp32-room-a,2026-05-04T23:07:00+07:00,60,27.41,55.92,21.42,0.038,auto,27.96,0,27.73,83.5,0.127
esp32-room-a,2026-05-04T23:08:00+07:00,60,27.47,56.12,23.75,0.089,auto,27.96,0,27.29,84.01,0.063
esp32-room-a,2026-05-04T23:09:00+07:00,60,27.48,56.03,24.75,0.098,auto,27.96,0,27.28,83.39,0.122
esp32-room-a,2026-05-04T23:10:00+07:00,60,27.48,56.02,29.99,0.074,auto,27.96,0,27.42,79.83,0.0
esp32-room-a,2026-05-04T23:11:00+07:00,60,27.44,56.38,17.9,0.062,auto,27.96,0,27.26,82.5,0.195
esp32-room-a,2026-05-04T23:12:00+07:00,60,27.45,55.9,16.14,0.033,auto,27.96,0,27.2,84.41,0.048
esp32-room-a,2026-05-04T23:13:00+07:00,60,27.4,55.8,24.33,0.016,auto,27.96,0,27.34,84.82,0.114
esp32-room-a,2026-05-04T23:14:00+07:00,60,27.33,55.39,19.86,0.083,auto,27.96,0,27.19,82.84,0.145
esp32-room-a,2026-05-04T23:15:00+07:00,60,27.24,55.51,17.15,0.053,auto,27.96,0,27.59,83.46,0.111
esp32-room-a,2026-05-04T23:16:00+07:00,60,27.28,55.49,21.77,0.0,auto,27.96,0,27.32,85.02,0.0
esp32-room-a,2026-05-04T23:17:00+07:00,60,27.27,55.18,24.91,0.024,auto,27.96,0,27.47,83.01,0.096
esp32-room-a,2026-05-04T23:18:00+07:00,60,27.25,55.42,20.22,0.0,auto,27.96,0,27.5,83.94,0.019
esp32-room-a,2026-05-04T23:19:00+07:00,60,27.24,55.02,29.65,0.075,auto,27.96,0,27.18,88.26,0.192
esp32-room-a,2026-05-04T23:20:00+07:00,60,27.16,55.5,14.72,0.136,auto,27.96,0,27.39,82.15,0.136
esp32-room-a,2026-05-04T23:21:00+07:00,60,27.28,55.38,18.76,0.097,auto,27.96,0,27.34,83.42,0.158
esp32-room-a,2026-05-04T23:22:00+07:00,60,27.32,55.83,31.14,0.0,auto,27.96,0,27.11,84.02,0.062
esp32-room-a,2026-05-04T23:23:00+07:00,60,27.31,55.72,16.95,0.0,auto,27.96,0,27.1,82.81,0.199
esp32-room-a,2026-05-04T23:24:00+07:00,60,27.28,56.03,21.48,0.066,auto,27.96,0,27.43,84.12,0.232
esp32-room-a,2026-05-04T23:25:00+07:00,60,27.3,56.08,24.63,0.008,auto,27.96,0,27.36,83.7,0.0
esp32-room-a,2026-05-04T23:26:00+07:00,60,27.38,55.85,26.78,0.0,auto,27.96,0,27.35,85.52,0.092
esp32-room-a,2026-05-04T23:27:00+07:00,60,27.45,55.93,21.79,0.078,auto,27.96,0,27.13,85.39,0.197
esp32-room-a,2026-05-04T23:28:00+07:00,60,27.36,56.15,25.74,0.037,auto,27.96,0,27.44,84.15,0.082
esp32-room-a,2026-05-04T23:29:00+07:00,60,27.38,55.77,23.91,0.028,auto,27.96,0,27.01,83.23,0.057
esp32-room-a,2026-05-04T23:30:00+07:00,60,27.32,55.63,28.22,0.108,auto,27.96,0,27.34,83.33,0.223
esp32-room-a,2026-05-04T23:31:00+07:00,60,27.26,55.89,16.8,0.0,auto,27.96,0,27.09,85.05,0.168
esp32-room-a,2026-05-04T23:32:00+07:00,60,27.19,56.07,25.99,0.116,auto,27.96,0,27.21,84.54,0.301
esp32-room-a,2026-05-04T23:33:00+07:00,60,27.11,55.86,29.59,0.084,auto,27.96,0,27.39,85.15,0.191
esp32-room-a,2026-05-04T23:34:00+07:00,60,27.19,56.22,25.59,0.081,auto,27.96,0,27.02,83.54,0.127
esp32-room-a,2026-05-04T23:35:00+07:00,60,27.14,56.54,21.85,0.095,auto,27.96,0,27.14,82.77,0.17
esp32-room-a,2026-05-04T23:36:00+07:00,60,27.19,56.39,27.32,0.021,auto,27.96,0,27.19,84.96,0.137
esp32-room-a,2026-05-04T23:37:00+07:00,60,27.18,56.41,25.31,0.062,auto,27.96,0,26.92,84.26,0.139
esp32-room-a,2026-05-04T23:38:00+07:00,60,27.19,56.53,25.17,0.055,auto,27.96,0,27.27,84.19,0.277
esp32-room-a,2026-05-04T23:39:00+07:00,60,27.26,56.61,11.53,0.0,auto,27.96,0,26.9,85.29,0.171
esp32-room-a,2026-05-04T23:40:00+07:00,60,27.32,56.88,20.91,0.091,auto,27.96,0,26.66,85.41,0.165
esp32-room-a,2026-05-04T23:41:00+07:00,60,27.39,57.04,19.74,0.094,auto,27.96,0,26.83,85.62,0.137
esp32-room-a,2026-05-04T23:42:00+07:00,60,27.33,57.14,24.91,0.146,auto,27.96,0,27.29,86.03,0.224
esp32-room-a,2026-05-04T23:43:00+07:00,60,27.37,57.24,26.06,0.145,auto,27.96,0,27.35,82.05,0.161
esp32-room-a,2026-05-04T23:44:00+07:00,60,27.37,57.04,22.88,0.035,auto,27.96,0,27.33,85.77,0.049
esp32-room-a,2026-05-04T23:45:00+07:00,60,27.36,57.31,29.7,0.021,auto,27.96,0,26.94,85.5,0.147
esp32-room-a,2026-05-04T23:46:00+07:00,60,27.31,57.49,19.27,0.062,auto,27.96,0,27.22,85.06,0.125
esp32-room-a,2026-05-04T23:47:00+07:00,60,27.36,57.43,19.83,0.038,auto,27.96,0,27.17,84.1,0.04
esp32-room-a,2026-05-04T23:48:00+07:00,60,27.34,57.32,22.08,0.064,auto,27.96,0,27.35,84.97,0.034
esp32-room-a,2026-05-04T23:49:00+07:00,60,27.42,57.53,29.16,0.022,auto,27.96,0,26.94,84.66,0.048
esp32-room-a,2026-05-04T23:50:00+07:00,60,27.47,57.4,30.23,0.086,auto,27.96,0,27.23,85.72,0.235
esp32-room-a,2026-05-04T23:51:00+07:00,60,27.47,57.43,21.49,0.067,auto,27.96,0,27.11,82.85,0.165
esp32-room-a,2026-05-04T23:52:00+07:00,60,27.45,57.59,25.79,0.131,auto,27.96,0,26.83,83.01,0.239
esp32-room-a,2026-05-04T23:53:00+07:00,60,27.41,57.31,20.98,0.12,auto,27.96,0,27.02,84.08,0.193
esp32-room-a,2026-05-04T23:54:00+07:00,60,27.54,57.12,22.54,0.109,auto,27.96,0,26.97,83.34,0.139
esp32-room-a,2026-05-04T23:55:00+07:00,60,27.48,57.5,23.27,0.039,auto,27.96,0,26.81,85.97,0.123
